"KLF_29"	"KLF_18"	"KLF_47"	"KLF_14"	"KLF_23"	"KLF_238"	"KLF_78"	"KLF_extraction_Ctrl_1"	"KLF_56"	"KLF_48"	"KLF_236"	"KLF_32"	"KLF_202"	"KLF_214"	"KLF_212"	"KLF_extraction_Ctrl_2"	"KLF_12"	"KLF_227"	"KLF_114"	"KLF_SC_water_1"	"KLF_52"	"KLF_19"	"KLF_58"	"KLF_234"	"KLF_105"	"KLF_Mock2"	"KLF_51"	"KLF_107"	"KLF_26"	"KLF_75"	"KLF_37"	"KLF_235"	"KLF_209"	"KLF_205"	"KLF_35"	"KLF_43"	"KLF_110"	"KLF_extraction_Ctrl_4"	"KLF_22"	"KLF_54"	"KLF_71"	"KLF_222"	"KLF_103"	"KLF_1"	"KLF_neg"	"KLF_21"	"KLF_5"	"KLF_15"	"KLF_224"	"KLF_7"	"KLF_X1"	"KLF_2"	"KLF_10"	"KLF_207"	"KLF_46"	"KLF_77"	"KLF_17"	"KLF_217"	"KLF_39"	"KLF_44"	"KLF_16"	"KLF_233"	"KLF_101"	"KLF_213"	"KLF_232"	"KLF_230"	"KLF_74"	"KLF_38"	"KLF_extraction_Ctrl_3"	"KLF_80"	"KLF_231"	"KLF_45"	"KLF_102"	"KLF_113"	"KLF_20"	"KLF_33"	"KLF_200"	"KLF_NBH_water_2"	"KLF_extraction_Ctrl_5"	"KLF_241"	"KLF_208"	"KLF_220"	"KLF_70"	"KLF_229"	"KLF_28"	"KLF_203"	"KLF_210"	"KLF_4"	"KLF_40"	"KLF_67"	"KLF_NBH_water_1"	"KLF_201"	"KLF_73"	"KLF_X2"	"KLF_221"	"KLF_79"	"KLF_243"	"KLF_106"	"KLF_64"	"KLF_66"	"KLF_X3"	"KLF_59"	"KLF_76"	"KLF_104"	"KLF_237"	"KLF_Mock1"	"KLF_240"	"KLF_225"	"KLF_218"	"KLF_PCR_neg"	"KLF_72"	"KLF_27"	"KLF_216"	"KLF_57"	"KLF_69"	"KLF_50"	"KLF_41"	"KLF_242"	"KLF_60"	"KLF_62"	"KLF_36"	"KLF_42"	"KLF_65"	"KLF_244"	"KLF_13"	"KLF_215"	"KLF_SC_water_2"	"KLF_206"	"KLF_228"	"KLF_34"	"KLF_226"	"KLF_6"	"KLF_219"	"KLF_30"	"KLF_11"	"KLF_239"	"KLF_31"	"KLF_3"	"KLF_53"	"KLF_61"	"KLF_68"	"KLF_211"	"KLF_49"	"KLF_63"	"KLF_24"	"KLF_100"	"KLF_9"	"KLF_8"	"KLF_109"	"KLF_55"	"KLF_25"	"KLF_204"	"KLF_111"	"KLF_108"	"KLF_112"
"ASV29"	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	45322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV30"	0	0	0	0	0	0	18	0	0	3112	0	0	0	0	0	0	0	0	0	0	1725	43	1799	0	0	0	4913	0	0	0	0	0	0	0	0	692	0	0	0	13	211	0	0	0	0	0	30	0	0	0	0	25	0	0	80	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	25	0	0	0	0	197	0	0	16047	120	0	0	0	0	0	0	0	0	0	0	1705	0	0	27	12915	1187	0	0	966	99	0	178	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4447	66	0	0	415	13	0	0	0	0	0	0	0	0	0	0	0
"ASV31"	0	0	0	0	0	923	192	0	0	0	527	0	1331	3050	1182	0	0	135	349	0	0	0	0	764	1207	0	0	1164	0	0	0	86	2064	1563	0	0	233	0	0	0	0	1046	220	0	0	0	0	0	1472	0	0	0	0	1404	0	0	0	501	0	0	0	446	1168	557	423	354	0	0	0	0	281	0	784	245	0	0	1154	0	0	252	2139	658	0	425	0	613	662	0	0	0	0	1418	0	0	492	0	929	340	0	0	0	0	0	1121	125	0	299	2466	214	0	0	0	349	0	0	0	0	492	0	0	0	0	0	4189	0	347	0	1026	1181	0	255	0	540	0	0	797	0	0	0	0	0	428	0	0	0	222	0	0	799	102	0	593	814	935	1327
"ASV32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4702	0	12830	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	3453	5697	0	0	0	0	0	0	0	0	0	0	0	0	0	11934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4387	0	0	0	0	0	12	0	0	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	664	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV33"	0	0	0	0	0	0	0	0	42665	4	0	3	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	345	0	0	55	0	0	0	0	0	0	0	0	0	0	0	2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
"ASV34"	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	39489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0
"ASV35"	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	7	37912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	12	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	5687	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	135	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0
"ASV36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43436	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
"ASV37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8254	0	0	0	0	0	0	0	0	0	0	0	3471	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV38"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	36082	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV39"	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41259	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	35202	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	26	0	0	0	5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0
"ASV41"	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	31831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV42"	490	597	0	61	354	0	0	0	331	0	0	718	0	0	0	0	0	277	0	0	0	0	1080	0	0	0	394	0	247	405	662	0	0	0	1023	0	0	0	696	662	0	0	0	0	0	0	63	121	0	92	2488	146	1116	0	0	1582	0	0	307	0	0	0	0	0	0	0	2818	0	0	0	0	0	0	0	0	946	0	0	0	0	0	0	1494	0	0	0	0	43	28	306	0	0	137	0	0	1440	0	0	0	123	0	518	0	0	0	0	0	0	0	0	304	161	0	0	1582	0	0	0	0	245	5618	0	2213	0	3255	0	0	0	123	48	0	0	0	0	34	0	3051	0	0	470	0	0	0	152	0	0	50	310	0	415	0	0	0	0	0
"ASV43"	138	106	0	92	516	0	160	0	838	0	0	2772	0	0	0	0	0	8	61	41	75	1266	2646	0	0	0	787	0	74	227	849	0	0	0	110	25	0	0	314	2199	745	34	14	32	0	0	466	74	11	29	0	901	1178	16	758	213	53	21	178	128	200	134	77	0	0	38	327	31	0	0	0	450	8	0	351	160	10	22	0	0	0	0	141	30	758	0	0	153	8	3027	25	0	0	0	0	3458	0	0	108	546	0	22	332	0	23	0	0	0	17	0	1164	26	0	15	1814	120	0	79	47	259	1796	33	3171	0	169	5	86	0	102	86	0	11	50	225	43	0	230	0	17	0	0	0	139	283	30	0	122	352	0	0	0	0	0	0	0
"ASV44"	86	61	0	74	152	0	317	0	0	0	0	25	0	0	0	0	3690	0	0	0	0	114	90	0	0	0	29	0	34	61	362	0	0	0	428	0	0	0	79	44	0	0	0	0	0	0	34	0	0	0	0	33	1254	0	134	304	239	0	61	0	96	0	0	0	0	0	276	20	0	0	0	0	0	0	0	257	0	0	0	0	0	0	24944	0	268	0	0	94	0	31	0	0	0	0	0	1010	0	0	0	68	0	20	60	0	0	0	0	0	0	0	64	25	0	0	203	0	0	0	0	0	2798	0	76	0	137	0	0	0	0	145	0	0	0	121	0	0	30	0	0	102	0	0	0	0	23	0	0	65	0	0	0	0	0	0	0
"ASV45"	0	0	4908	0	0	933	0	117	0	0	618	0	704	46	693	199	12	290	402	0	0	0	0	400	1026	0	0	877	0	0	0	254	369	232	0	0	453	0	0	0	0	448	556	0	0	0	0	0	142	0	0	0	0	476	0	0	0	668	0	0	0	348	803	699	389	589	0	0	0	0	324	0	533	481	51	0	751	0	0	761	787	442	0	240	0	462	424	0	0	0	0	754	0	0	532	0	481	468	0	0	0	0	0	300	260	0	848	435	591	0	0	0	555	0	0	0	0	274	0	0	0	0	0	986	0	412	0	291	425	0	516	0	480	0	0	685	0	0	0	0	63	417	0	0	0	648	6	0	449	0	0	497	244	755	606
"ASV46"	313	87	0	152	23	0	0	0	55	0	0	216	0	0	0	0	0	0	0	37	140	902	160	0	0	0	39	0	441	122	154	0	0	0	212	0	0	0	417	554	403	0	0	10	0	23	279	533	0	0	0	1015	1721	0	0	482	84	0	104	31	0	0	0	0	0	0	1731	0	0	0	0	33	0	0	2440	495	0	0	0	0	0	0	199	0	1163	0	0	288	0	367	40	0	56	0	0	59	0	0	13	249	0	278	142	0	0	0	0	0	0	0	146	53	0	11	307	143	10	0	27	38	2461	0	7073	0	212	0	72	0	0	651	0	0	0	50	48	0	6862	0	0	45	0	0	27	23	46	0	132	256	0	0	25	0	0	0	0
"ASV47"	0	0	0	9	0	0	32190	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV48"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	29806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2135	2	0	0	4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7715	0	0	0	0	0	0	0	0	0	0	0	0	14646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1776	1920	0	0	0	0	0	0	9	0	0	0	0	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV52"	0	0	0	0	0	0	0	0	93	159	0	0	0	0	0	0	14	0	0	0	1508	0	183	0	0	0	89	0	0	0	0	0	0	0	0	30	0	0	0	0	41	0	0	0	0	0	37	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	28	0	0	4818	199	0	0	20	0	0	0	0	0	0	0	2577	0	0	176	11760	805	0	0	3412	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4517	0	0	0	33	61	0	0	0	0	0	0	0	0	0	0	0
"ASV53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV54"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV55"	19	0	27	0	0	0	0	7422	0	0	0	0	11	1962	56	4533	83	0	29	0	0	0	4	10	0	0	0	33	0	0	29	0	18	35	4	9	0	6785	0	6	0	0	0	0	0	0	0	0	16	0	0	0	0	186	122	0	4	0	0	73	0	37	28	0	30	0	0	0	1247	0	0	0	29	6	69	0	0	0	440	48	0	11	0	0	0	67	0	0	6	2	0	224	0	1450	0	8	24	8	0	0	205	0	0	0	0	0	0	0	3	1312	0	0	33	24	0	0	0	19	0	0	24	0	0	223	0	4	0	0	15	0	0	0	8	0	0	0	58	0	0	10	0	0	30	0	0	11	0	0	0	410	0	129	0	0	5
"ASV56"	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7503	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	5168	0	0	0	0	0	0	0	0	0	0	0	0	8740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6021	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"ASV57"	0	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	6254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5822	0	0	0	0	0	0	0	0	0	0	0	0	9298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV58"	0	0	43	0	0	14	0	3149	49	0	13	0	97	344	32	4437	6	0	30	0	0	0	3	15	13	0	6	0	10	0	17	0	27	6	0	0	0	3096	0	18	0	79	0	23	78	0	0	0	27	0	195	0	0	49	14	7	15	31	0	8	19	13	0	63	0	30	0	0	2304	0	7	0	24	0	0	0	0	0	2249	18	16	0	2	0	0	25	0	0	7	0	0	0	0	4857	6	0	31	0	9	0	862	0	0	0	4	0	0	13	0	21	15	0	0	0	0	6	0	0	3	0	81	22	0	1528	0	0	0	13	20	0	2	0	0	3	0	0	45	0	2	22	0	0	4	14	0	7	12	0	24	131	0	0	0	6	0
"ASV59"	0	0	0	172	572	0	0	852	109	0	0	898	0	0	0	0	0	0	0	0	0	0	916	0	0	0	40	0	58	99	858	0	0	0	497	0	0	0	196	209	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	255	0	29	166	93	0	0	0	0	0	117	107	0	0	0	30	0	0	0	113	0	0	263	0	0	0	233	0	0	0	0	110	0	151	0	0	0	0	0	505	0	0	0	72	0	35	6951	0	0	0	0	0	0	0	936	0	0	0	2097	51	0	0	0	0	2416	35	1674	0	59	0	0	0	0	32	0	0	0	391	0	0	271	0	686	246	0	0	0	18	0	0	0	54	0	0	0	0	0	0	0
"ASV60"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	175	0	0	0	0	0	0	0	0	655	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1958	0	0	0	48	0	0	0	0	0	0	45	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	204	0	0	24	0	0	0	0	0	19	54	0	445	0	0	0	0	0	0	0	0	0	0	0	1111	21	0	4894	0	13	0	0	202	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	9563	0	0	2342	129	0	0	0	0	0	0	0	0	0	0	0
"ASV61"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4412	92	0	0	0	0	0	0	0	0	0	0	0	71	0	252	57	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	154	0	0	54	0	0	0	82	747	1939	0	11	0	0	0	0	0	0	0	0	22	0	63	0	0	0	0	9031	0	0	0	31	1214	316	0	0	0	0	0	0	0	772	0	0	266	0	0	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	1605	0	106	355	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	54	0	45	0	0	0	0	204	22	0
"ASV62"	14	0	127	0	0	940	0	0	0	0	96	0	149	0	328	0	61	99	268	0	0	260	50	543	480	0	45	169	0	0	0	29	30	329	0	0	212	0	18	0	11	0	316	0	0	0	19	0	189	0	0	0	21	664	101	0	0	465	9	0	0	452	873	158	639	42	0	0	0	0	218	0	37	83	865	0	2238	0	0	129	417	78	5	174	0	205	296	0	0	8	0	262	0	0	153	0	304	85	0	19	0	0	5	634	40	0	90	37	110	0	0	0	37	190	0	3	8	955	7	0	0	0	44	1033	0	137	0	474	1628	0	0	0	163	0	12	234	24	0	0	0	0	179	470	4	0	96	245	16	234	0	0	288	94	1165	61
"ASV63"	0	0	11814	0	0	320	0	0	0	0	211	0	289	862	214	0	0	33	102	0	0	0	0	487	162	0	0	346	0	0	0	0	143	161	0	0	85	0	0	0	0	229	139	0	0	0	0	0	171	0	0	0	0	444	0	0	0	171	0	0	0	293	225	88	349	74	0	0	0	0	77	0	40	28	0	0	266	0	0	58	146	100	0	77	0	219	139	0	0	0	0	283	0	0	165	0	126	109	0	0	0	8	0	353	35	0	90	200	54	0	0	0	60	0	0	0	0	139	0	0	0	0	0	130	0	101	0	142	257	0	23	0	55	0	0	76	0	0	0	0	0	63	0	0	0	21	0	0	305	0	0	119	186	301	124
"ASV64"	0	0	0	50	0	0	98	0	299	2131	0	0	0	0	0	0	0	0	0	0	179	0	554	0	0	0	464	0	0	4180	0	0	0	0	0	622	0	0	0	596	953	0	0	14	0	0	122	0	0	0	0	84	0	0	189	452	0	0	0	534	0	0	0	0	0	0	71	0	0	16	0	428	0	0	0	0	0	28	0	0	0	0	125	0	6	0	0	0	0	309	74	0	330	0	0	172	0	0	590	195	0	135	41	0	0	0	0	0	0	0	141	0	0	1096	355	2556	453	0	144	182	0	840	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	663	0	0	396	149	0	0	0	92	0	0	0	0	11	0	0
"ASV65"	0	0	0	0	0	334	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13296	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	5170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	4345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV67"	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	14638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1319	0	0	0	0	0	0	0	0	0	0	4306	0	0	0	98	39	26	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
